Subject,Title,Summary,Link
Economics,Geobiodynamics and Roegenian Economic Systems,"This mathematical essay brings together ideas from Economics, Geobiodynamics and Thermodynamics. Its purpose is to obtain real models of complex evolutionary systems. More specifically, the essay defines Roegenian Economy and links Geobiodynamics and Roegenian Economy. In this context, we discuss the isomorphism between the concepts and techniques of Thermodynamics and Economics. Then we describe a Roegenian economic system like a Carnot group. After we analyse the phase equilibrium for two heterogeneous economic systems. The European Union Economics appears like Cartesian product of Roegenian economic systems and its Balance is analysed in details. A Section at the end describes the ""economic black holes"" as small parts of a a global economic system in which national income is so great that it causes others poor enrichment. These ideas can be used to improve our knowledge and understanding of the nature of development and evolution of thermodynamic-economic systems.",http://arxiv.org/abs/2201.09125v1
Economics,"Inequality, mobility and the financial accumulation process: A
  computational economic analysis","Our computational economic analysis investigates the relationship between inequality, mobility and the financial accumulation process. Extending the baseline model by Levy et al., we characterise the economic process through stylised return structures generating alternative evolutions of income and wealth through time. First, we explore the limited heuristic contribution of one and two factors models comprising one single stock (capital wealth) and one single flow factor (labour) as pure drivers of income and wealth generation and allocation over time. Second, we introduce heuristic modes of taxation in line with the baseline approach. Our computational economic analysis corroborates that the financial accumulation process featuring compound returns plays a significant role as source of inequality, while institutional arrangements including taxation play a significant role in framing and shaping the aggregate economic process that evolves over socioeconomic space and time.",http://arxiv.org/abs/2201.09125v1
Economics,"Entrepreneurship, Institutions, and Economic Growth: Does the Level of
  Development Matter?","Entrepreneurship is often touted for its ability to generate economic growth. Through the creative-destructive process, entrepreneurs are often able to innovate and outperform incumbent organizations, all of which is supposed to lead to higher employment and economic growth. Although some empirical evidence supports this logic, it has also been the subject of recent criticisms. Specifically, entrepreneurship does not lead to growth in developing countries; it only does in more developed countries with higher income levels. Using Global Entrepreneurship Monitor data for a panel of 83 countries from 2002 to 2014, we examine the contribution of entrepreneurship towards economic growth. Our evidence validates earlier studies findings but also exposes previously undiscovered findings. That is, we find that entrepreneurship encourages economic growth but not in developing countries. In addition, our evidence finds that the institutional environment of the country, as measured by GEM Entrepreneurial Framework Conditions, only contributes to economic growth in more developed countries but not in developing countries. These findings have important policy implications. Namely, our evidence contradicts policy proposals that suggest entrepreneurship and the adoption of pro-market institutions that support it to encourage economic growth in developing countries. Our evidence suggests these policy proposals will be unlikely to generate the economic growth desired.",http://arxiv.org/abs/2201.09125v1
Economics,Economic thermodynamics,"A thermodynamic approach to the description of economic systems and processes is developed. It is shown that there is a deep analogy between the parameters of thermodynamic and economic systems (markets); so each thermodynamic parameter can be associated with a certain economic parameter or indicator. The economic meaning of such primordially thermodynamic concepts as internal energy and temperature has been established. It is shown that many economic laws, which in economic theory are a generalization of the results of observations, or are based on the analysis of the psychology of the behavior of market actors, within the framework of economic thermodynamics can be obtained as the natural and formal results of the theory. In particular, we show that economic thermodynamics allows a natural description of such a phenomenon as inflation. The thermodynamic conditions of market equilibrium stability are derived and analyzed, as well as the Le Chatelier's principle as applied to economic systems.",http://arxiv.org/abs/2201.09125v1
Economics,Inferring Economic Condition Uncertainty from Electricity Big Data,"Inferring the uncertainties in economic conditions are of significant importance for both decision makers as well as market players. In this paper, we propose a novel method based on Hidden Markov Model (HMM) to construct the Economic Condition Uncertainty (ECU) index that can be used to infer the economic condition uncertainties. The ECU index is a dimensionless index ranges between zero and one, this makes it to be comparable among sectors, regions and periods. We use the daily electricity consumption data of nearly 20 thousand firms in Shanghai from 2018 to 2020 to construct the ECU indexes. Results show that all ECU indexes, no matter at sectoral level or regional level, successfully captured the negative impacts of COVID-19 on Shanghai's economic conditions. Besides, the ECU indexes also presented the heterogeneities in different districts as well as in different sectors. This reflects the facts that changes in uncertainties of economic conditions are mainly related to regional economic structures and targeted regulation policies faced by sectors. The ECU index can also be easily extended to measure uncertainties of economic conditions in different fields which has great potentials in the future.",http://arxiv.org/abs/2201.09125v1
Economics,Econophysics Beyond General Equilibrium: the Business Cycle Model,"Current business cycle theory is an application of the general equilibrium theory. This paper presents the business cycle model without using general equilibrium framework. We treat agents risk assessments as their coordinates x on economic space and establish distribution of all economic agents by their risk coordinates. We suggest aggregation of agents and their variables by scales large to compare with risk scales of single agents and small to compare with economic domain on economic space. Such model is alike to transition from kinetic description of multi-particle system to hydrodynamic approximation. Aggregates of agents extensive variables with risk coordinate x determine macro variables as functions of x alike to hydrodynamic variables. Economic and financial transactions between agents define evolution of their variables. Aggregation of transactions between agents with risk coordinates x and y determine macro transactions as functions of x and y and define evolution of macro variables at points x and y. We describe evolution and interactions between macro transactions by hydrodynamic-like system of economic equations. We show that business cycles are described as consequence of the system of economic equations on macro transactions. As example we describe Credit transactions CL(tax,y) that provide Loans from Creditors at point x to Borrowers at point y and Loan-Repayment transactions LR(t,x,y) that describe repayments from Borrowers at point y to Creditors at point x. We use hydrodynamic-like economic equations and derive from them the system of ordinary differential equations that describe business cycle fluctuations of macro Credits C(t) and macro Loan-Repayments LR(t) of the entire economics. The nature of business cycle fluctuations is explained as oscillations of ""mean risk"" of economic variables on bounded economic domain of economic space.",http://arxiv.org/abs/2201.09125v1
Economics,"The interconnectedness of the economic content in the speeches of the US
  Presidents","The speeches stated by influential politicians can have a decisive impact on the future of a country. In particular, the economic content of such speeches affects the economy of countries and their financial markets. For this reason, we examine a novel dataset containing the economic content of 951 speeches stated by 45 US Presidents from George Washington (April 1789) to Donald Trump (February 2017). In doing so, we use an economic glossary carried out by means of text mining techniques. The goal of our study is to examine the structure of significant interconnections within a network obtained from the economic content of presidential speeches. In such a network, nodes are represented by talks and links by values of cosine similarity, the latter computed using the occurrences of the economic terms in the speeches. The resulting network displays a peculiar structure made up of a core (i.e. a set of highly central and densely connected nodes) and a periphery (i.e. a set of non-central and sparsely connected nodes). The presence of different economic dictionaries employed by the Presidents characterize the core-periphery structure. The Presidents' talks belonging to the network's core share the usage of generic (non-technical) economic locutions like ""interest"" or ""trade"". While the use of more technical and less frequent terms characterizes the periphery (e.g. ""yield"" ). Furthermore, the speeches close in time share a common economic dictionary. These results together with the economics glossary usages during the US periods of boom and crisis provide unique insights on the economic content relationships among Presidents' speeches.",http://arxiv.org/abs/2201.09125v1
Economics,Theoretical Economics and the Second-Order Economic Theory. What is it?,"We consider economic agents, agent's variables, agent's trades and deals with other agents and agent's expectations as ground for theoretical description of economic and financial processes. Macroeconomic and financial variables are composed by agent's variables. In turn, sums of agent's trade values or volumes determine evolution of agent's variables. In conclusion, agent's expectations govern agent's trade decisions. We consider that trinity - agent's variables, trades and expectations as simple bricks for theoretical description of economics. We note models that describe variables determined by sums of market trades during certain time interval {\Delta} as the first-order economic theories. Most current economic models belong to the first-order economic theories. However, we show that these models are insufficient for adequate economic description. Trade decisions substantially depend on market price forecasting. We show that reasonable predictions of market price volatility equal descriptions of sums of squares of trade values and volumes during {\Delta}. We call modeling variables composed by sums of squares of market trades as the second-order economic theories. If forecast of price probability uses 3-d price statistical moment and price skewness then it equals description of sums of 3-d power of market trades - the third-order economic theory. Exact prediction of market price probability equals description of sums of n-th power of market trades for all n. That limits accuracy of price probability forecasting and confines forecast validity of economic theories.",http://arxiv.org/abs/2201.09125v1
Economics,How to predict and avert economic crisis,"Our study shows that many firms would accumulate at zero output level (namely, Bankruptcy status) if a perfectly competitive market reaches full employment (namely, those people who should obtain employment have obtained employment). As a result, appearance of economic crisis is determined by two points; that is, (a). Stock market approaches perfect competition; (b). Society reaches full employment. The empirical research of these two points would lead to early warning of economic crisis. Moreover, it is a surprise that the state of economic crisis would be a feasible equilibrium within the framework of the Arrow-Debreu model. That means that we can not understand the origin of economic crisis within the framework of modern economics, for example, the general equilibrium theory.",http://arxiv.org/abs/2201.09125v1
Economics,Mathematical Analysis of the Historical Economic Growth,Data describing historical economic growth are analysed. Included in the analysis is the world and regional economic growth. The analysis demonstrates that historical economic growth had a natural tendency to follow hyperbolic distributions. Parameters describing hyperbolic distributions have been determined. A search for takeoffs from stagnation to growth produced negative results. This analysis throws a new light on the interpretation of the mechanism of the historical economic growth and suggests new lines of research.,http://arxiv.org/abs/2201.09125v1
Economics,Inequality in Turkey: Looking Beyond Growth,"This paper investigates the relationships between economic growth, investment in human capital and income equality in Turkey. The conclusion drawn based on the data from the OECD and the World Bank suggests that economic growth can improve income equality depending on the expenditures undertaken by the government. As opposed to the standard view that economic growth and income inequality are positively related, the findings of this paper suggest that other factors such as education and healthcare spending are also driving factors of income inequality in Turkey. The proven positive impact of investment in education and health care on income equality could aid policymakers who aim to achieve fairer income equality and economic growth, in investment decisions.",http://arxiv.org/abs/2201.09125v1
Economics,Hybrid threats as an exogenous economic shock,"The aim of this study is to contribute to the theory of exogenous economic shocks and their equivalents in an attempt to explain business cycle fluctuations, which still do not have a clear explanation. To this end the author has developed an econometric model based on a regression analysis. Another objective is to tackle the issue of hybrid threats, which have not yet been subjected to a cross-disciplinary research. These were reviewed in terms of their economic characteristics in order to complement research in the fields of defence and security.",http://arxiv.org/abs/2201.09125v1
Economics,Engineering Economics in the Conflux Network,"Proof-of-work blockchains need to be carefully designed so as to create the proper incentives for miners to faithfully maintain the network in a sustainable way. This paper describes how the economic engineering of the Conflux Network, a high throughput proof-of-work blockchain, leads to sound economic incentives that support desirable and sustainable mining behavior. In detail, this paper parameterizes the level of income, and thus network security, that Conflux can generate, and it describes how this depends on user behavior and ""policy variables'' such as block and interest inflation. It also discusses how the underlying economic engineering design makes the Conflux Network resilient against double spending and selfish mining attacks.",http://arxiv.org/abs/2201.09125v1
Economics,Thermodynamics of markets,"We consider the thermodynamic approach to the description of economic systems and processes. The first and second laws of thermodynamics as applied to economic systems are derived and analyzed. It is shown that there is a deep analogy between the parameters of thermodynamic and economic systems (markets); in particular, each thermodynamic parameter can be associated with a certain economic parameter or indicator. The economic meaning of such primordially thermodynamic concepts as pressure, volume, internal energy, heat, etc. has been established. The thermostatistics of the market is considered. It is shown that, as in conventional thermostatistics, many market parameters, such as price of goods, quantity of goods, etc., as well as their fluctuations can be calculated formally using the partition function of an economic system.",http://arxiv.org/abs/2201.09125v1
Economics,Decision making in Economics -- a behavioral approach,"We review economic research regarding the decision making processes of individuals in economics, with a particular focus on papers which tried analyzing factors that affect decision making with the evolution of the history of economic thought. The factors that are discussed here are psychological, emotional, cognitive systems, and social norms. Apart from analyzing these factors, it deals with the reasons behind the limitations of rational decision-making theory in individual decision making and the need for a behavioral theory of decision making. In this regard, it has also reviewed the role of situated learning in the decision-making process.",http://arxiv.org/abs/2201.09125v1
Economics,"Labour by Design: Contributions of David Card, Joshua Angrist, and Guido
  Imbens","The 2021 Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel was awarded to David Card ""for his empirical contributions to labour economics"" and to Joshua Angrist and Guido Imbens ""for their methodological contributions to the analysis of causal relationships."" We survey these contributions of the three laureates, and discuss how their empirical and methodological insights transformed the modern practice of applied microeconomics. By emphasizing research design and formalizing the causal content of different econometric procedures, the laureates shed new light on key questions in labour economics and advanced a robust toolkit for empirical analyses across many fields.",http://arxiv.org/abs/2201.09125v1
Economics,"Pandemics Depress the Economy, Public Health Interventions Do Not:
  Evidence from the 1918 Flu","We study the impact of non-pharmaceutical interventions (NPIs) on mortality and economic activity across U.S. cities during the 1918 Flu Pandemic. The combination of fast and stringent NPIs reduced peak mortality by 50% and cumulative excess mortality by 24% to 34%. However, while the pandemic itself was associated with short-run economic disruptions, we find that these disruptions were similar across cities with strict and lenient NPIs. NPIs also did not worsen medium-run economic outcomes. Our findings indicate that NPIs can reduce disease transmission without further depressing economic activity, a finding also reflected in discussions in contemporary newspapers.",http://arxiv.org/abs/2201.09125v1
Economics,"Medical and economic implications of timely pandemic countermeasures:
  Generality of the exact solution","Balancing pandemic control and economics is challenging for sciences, as the numerical analysis assuming specific economic conditions complicates obtaining predictable general findings. In this study, we formulate a theoretical framework and analytically demonstrate that medical effectiveness and economic impact can be reconciled by adopting timely moderate measures. We also explain that this result is a consequence of the general finding of ``economic irreversibility"" by comparing it with thermodynamics. A general inequality provides guiding principles on how measures should be implemented.",http://arxiv.org/abs/2201.09125v1
Economics,Does economics need a scientific revolution?,Economics does not need a scientific revolution. Economics needs accurate measurements according to high standards of natural sciences and meticulous work on revealing empirical relationships between measured variables.,http://arxiv.org/abs/2201.09125v1
Economics,"Complexity, economic science and possible economic benefits of climate
  change mitigation policy","Conventional economic analysis of stringent climate change mitigation policy generally concludes various levels of economic slowdown as a result of substantial spending on low carbon technology. Equilibrium economics however could not explain or predict the current economic crisis, which is of financial nature. Meanwhile the economic impacts of climate policy find their source through investments for the diffusion of environmental innovations, in parts a financial problem. Here, we expose how results of economic analysis of climate change mitigation policy depend entirely on assumptions and theory concerning the finance of the diffusion of innovations, and that in many cases, results are simply re-iterations of model assumptions. We show that, while equilibrium economics always predict economic slowdown, methods using non-equilibrium approaches suggest the opposite could occur. We show that the solution to understanding the economic impacts of reducing greenhouse gas emissions lies with research on the dynamics of the financial sector interacting with innovation and technology developments, economic history providing powerful insights through important analogies with previous historical waves of innovation.",http://arxiv.org/abs/2201.09125v1
Economics,Informe-pais Brasil,"Structural socioeconomic analysis of Brazil. All basic information about this South American country is gathered in a comprehensive outlook that includes the challenges Brazil faces, as well as their causes and posible economic solutions.",http://arxiv.org/abs/2201.09125v1
Economics,"From Sicilian mafia to Chinese ""scam villages""","Inspired by Gambetta's theory on the origins of the mafia in Sicily, we report a geo-concentrating phenomenon of scams in China, and propose a novel economic explanation. Our analysis has some policy implications.",http://arxiv.org/abs/2201.09125v1
Economics,Economics: The next physical science?,"We review an emerging body of work by physicists addressing questions of economic organization and function. We suggest that, beyond simply employing models familiar from physics to economic observables, remarkable regularities in economic data may suggest parts of social order that can usefully be incorporated into, and in turn can broaden, the conceptual structure of physics.",http://arxiv.org/abs/2201.09125v1
Economics,A Simple Measure of Economic Complexity,"The conventional view on economic development simplifies a country's production to one aggregate variable, GDP. Yet product diversification matters for economic development, as recent, data-driven, ""economic complexity"" research suggests. A country's product diversity reflects the country's diversity of productive knowhow, or ""capabilities"". Researchers derive from algorithms (inspired by network theory) metrics that measure the number of capabilities in an economy, notably the Economic Complexity Index (ECI), argued to predict economic growth better than traditional variables such as human capital, and the country Fitness index. This paper offers an alternative economic complexity measure (founded on information theory) that derives from a simple model of production as a combinatorial process whereby a set of capabilities combine with some probability to transform raw materials into a product. A country's number of capabilities is given by the logarithm of its product diversity, as predicts the model, which also predicts a linear dependence between log-diversity, ECI, and log-fitness. The model's predictions fit the empirical data well; its informational interpretation, we argue, is a natural theoretical framework for the complex view on economic development.",http://arxiv.org/abs/2201.09125v1
Economics,Quantifying China's Regional Economic Complexity,"China has experienced an outstanding economic expansion during the past decades, however, literature on non-monetary metrics that reveal the status of China's regional economic development are still lacking. In this paper, we fill this gap by quantifying the economic complexity of China's provinces through analyzing 25 years' firm data. First, we estimate the regional economic complexity index (ECI), and show that the overall time evolution of provinces' ECI is relatively stable and slow. Then, after linking ECI to the economic development and the income inequality, we find that the explanatory power of ECI is positive for the former but negative for the latter. Next, we compare different measures of economic diversity and explore their relationships with monetary macroeconomic indicators. Results show that the ECI index and the non-linear iteration based Fitness index are comparative, and they both have stronger explanatory power than other benchmark measures. Further multivariate regressions suggest the robustness of our results after controlling other socioeconomic factors. Our work moves forward a step towards better understanding China's regional economic development and non-monetary macroeconomic indicators.",http://arxiv.org/abs/2201.09125v1
Economics,Phase Diagram for Roegenian Economics,"We recall the similarities between the concepts and techniques of Thermodynamics and Roegenian Economics. The Phase Diagram for a Roegenian economic system highlights a triple point and a critical point, with related explanations. These ideas can be used to improve our knowledge and understanding of the nature of development and evolution of Roegenian economic systems.",http://arxiv.org/abs/2201.09125v1
Economics,NISE Estimation of an Economic Model of Crime,"An economic model of crime is used to explore the consistent estimation of a simultaneous linear equation without recourse to instrumental variables. A maximum-likelihood procedure (NISE) is introduced, and its results are compared to ordinary least squares and two-stage least squares. The paper is motivated by previous research on the crime model and by the well-known practical problem that valid instruments are frequently unavailable.",http://arxiv.org/abs/2201.09125v1
Economics,Complexity science approach to economic crime,In this comment we discuss how complexity science and network science are particularly useful for identifying and describing the hidden traces of economic misbehaviour such as fraud and corruption.,http://arxiv.org/abs/2201.09125v1
Economics,Endogenous structural transformation in economic development,"This paper proposes a framework to model how a country develops its economy by endogenous structural transformation and efficient resource allocation in a market mechanism. To achieve this goal, the paper first summarizes three attributes of economic structures from the literature, namely, structurality, durationality, and transformality, and discuss their implications for methods of economic modeling. Then, with the common knowledge assumption, the paper studies a Ramsey growth model with endogenous structural transformation in which the social planner chooses the optimal industrial structure, recource allocation with the chosen structure, and consumption to maximize the representative household's total utility subject to the resource constraint. The paper next establishes the mathematical underpinning of the static, dynamic, and structural equilibria. The Ramsey growth model and its equilibria are then extended to economies with complicated economic structures consisting of hierarchical production, composite consumption, technology adoption and innovation, infrastructure, and economic and political institutions. The paper concludes with a brief discussion of applications of the proposed methodology to economic development problems in other scenarios.",http://arxiv.org/abs/2201.09125v1
Economics,"Assessment of the Effectiveness of State Participation in Economic
  Clusters","In the article we made an attempt to reveal the contents and development of the concept of economic clusters, to characterize the specificity of the regional cluster as a project. We have identified features of an estimation of efficiency of state participation in the cluster, where the state is an institution representing the interests of society.",http://arxiv.org/abs/2201.09125v1
Economics,Of Access and Inclusivity Digital Divide in Online Education,Can online education enable all students to participate in and benefit from it equally? Massive online education without addressing the huge access gap and disparities in digital infrastructure would not only exclude a vast majority of students from learning opportunities but also exacerbate the existing socio-economic disparities in educational opportunities.,http://arxiv.org/abs/2201.09125v1
Economics,The Use of Quantile Methods in Economic History,"Quantile regression and quantile treatment effect methods are powerful econometric tools for considering economic impacts of events or variables of interest beyond the mean. The use of quantile methods allows for an examination of impacts of some independent variable over the entire distribution of continuous dependent variables. Measurement in many quantative settings in economic history have as a key input continuous outcome variables of interest. Among many other cases, human height and demographics, economic growth, earnings and wages, and crop production are generally recorded as continuous measures, and are collected and studied by economic historians. In this paper we describe and discuss the broad utility of quantile regression for use in research in economic history, review recent quantitive literature in the field, and provide an illustrative example of the use of these methods based on 20,000 records of human height measured across 50-plus years in the 19th and 20th centuries. We suggest that there is considerably more room in the literature on economic history to convincingly and productively apply quantile regression methods.",http://arxiv.org/abs/2201.09125v1
Economics,Economic activity and climate change,"In this paper, we survey recent econometric contributions to measure the relationship between economic activity and climate change. Due to the critical relevance of these effects for the well-being of future generations, there is an explosion of publications devoted to measuring this relationship and its main channels. The relation between economic activity and climate change is complex with the possibility of causality running in both directions. Starting from economic activity, the channels that relate economic activity and climate change are energy consumption and the consequent pollution. Hence, we first describe the main econometric contributions about the interactions between economic activity and energy consumption, moving then to describing the contributions on the interactions between economic activity and pollution. Finally, we look at the main results on the relationship between climate change and economic activity. An important consequence of climate change is the increasing occurrence of extreme weather phenomena. Therefore, we also survey contributions on the economic effects of catastrophic climate phenomena.",http://arxiv.org/abs/2201.09125v1
Economics,"Economic inequality and Islamic Charity: An exploratory agent-based
  modeling approach","Economic inequality is one of the pivotal issues for most of economic and social policy makers across the world to insure the sustainable economic growth and justice. In the mainstream school of economics, namely neoclassical theories, economic issues are dealt with in a mechanistic manner. Such a mainstream framework is majorly focused on investigating a socio-economic system based on an axiomatic scheme where reductionism approach plays a vital role. The major limitations of such theories include unbounded rationality of economic agents, reducing the economic aggregates to a set of predictable factors and lack of attention to adaptability and the evolutionary nature of economic agents. In tackling deficiencies of conventional economic models, in the past two decades, some new approaches have been recruited. One of those novel approaches is the Complex adaptive systems (CAS) framework which has shown a very promising performance in action. In contrast to mainstream school, under this framework, the economic phenomena are studied in an organic manner where the economic agents are supposed to be both boundedly rational and adaptive. According to it, the economic aggregates emerge out of the ways agents of a system decide and interact. As a powerful way of modeling CASs, Agent-based models (ABMs) has found a growing application among academicians and practitioners. ABMs show that how simple behavioral rules of agents and local interactions among them at micro-scale can generate surprisingly complex patterns at macro-scale. In this paper, ABMs have been used to show (1) how an economic inequality emerges in a system and to explain (2) how sadaqah as an Islamic charity rule can majorly help alleviating the inequality and how resource allocation strategies taken by charity entities can accelerate this alleviation.",http://arxiv.org/abs/2201.09125v1
Economics,Staring at Economic Aggregators through Information Lenses,"It is hard to exaggerate the role of economic aggregators -- functions that summarize numerous and / or heterogeneous data -- in economic models since the early XX$^{th}$ century. In many cases, as witnessed by the pioneering works of Cobb and Douglas, these functions were information quantities tailored to economic theories, i.e. they were built to fit economic phenomena. In this paper, we look at these functions from the complementary side: information. We use a recent toolbox built on top of a vast class of distortions coined by Bregman, whose application field rivals metrics' in various subfields of mathematics. This toolbox makes it possible to find the quality of an aggregator (for consumptions, prices, labor, capital, wages, etc.), from the standpoint of the information it carries. We prove a rather striking result.   From the informational standpoint, well-known economic aggregators do belong to the \textit{optimal} set. As common economic assumptions enter the analysis, this large set shrinks, and it essentially ends up \textit{exactly fitting} either CES, or Cobb-Douglas, or both. To summarize, in the relevant economic contexts, one could not have crafted better some aggregator from the information standpoint. We also discuss global economic behaviors of optimal information aggregators in general, and present a brief panorama of the links between economic and information aggregators.   Keywords: Economic Aggregators, CES, Cobb-Douglas, Bregman divergences",http://arxiv.org/abs/2201.09125v1
Economics,"Does Infrastructure Investment Lead to Economic Growth or Economic
  Fragility? Evidence from China","The prevalent view in the economics literature is that a high level of infrastructure investment is a precursor to economic growth. China is especially held up as a model to emulate. Based on the largest dataset of its kind, this paper punctures the twin myths that, first, infrastructure creates economic value, and, second, China has a distinct advantage in its delivery. Far from being an engine of economic growth, the typical infrastructure investment fails to deliver a positive risk adjusted return. Moreover, China's track record in delivering infrastructure is no better than that of rich democracies. Where investments are debt-financed, overinvesting in unproductive projects results in the buildup of debt, monetary expansion, instability in financial markets, and economic fragility, exactly as we see in China today. We conclude that poorly managed infrastructure investments are a main explanation of surfacing economic and financial problems in China. We predict that, unless China shifts to a lower level of higher-quality infrastructure investments, the country is headed for an infrastructure-led national financial and economic crisis, which is likely also to be a crisis for the international economy. China's infrastructure investment model is not one to follow for other countries but one to avoid.",http://arxiv.org/abs/2201.09125v1
Economics,"Deep Neural Networks for Choice Analysis: Extracting Complete Economic
  Information for Interpretation","While deep neural networks (DNNs) have been increasingly applied to choice analysis showing high predictive power, it is unclear to what extent researchers can interpret economic information from DNNs. This paper demonstrates that DNNs can provide economic information as complete as classical discrete choice models (DCMs). The economic information includes choice predictions, choice probabilities, market shares, substitution patterns of alternatives, social welfare, probability derivatives, elasticities, marginal rates of substitution (MRS), and heterogeneous values of time (VOT). Unlike DCMs, DNNs can automatically learn the utility function and reveal behavioral patterns that are not prespecified by domain experts. However, the economic information obtained from DNNs can be unreliable because of the three challenges associated with the automatic learning capacity: high sensitivity to hyperparameters, model non-identification, and local irregularity. To demonstrate the strength and challenges of DNNs, we estimated the DNNs using a stated preference survey, extracted the full list of economic information from the DNNs, and compared them with those from the DCMs. We found that the economic information either aggregated over trainings or population is more reliable than the disaggregate information of the individual observations or trainings, and that even simple hyperparameter searching can significantly improve the reliability of the economic information extracted from the DNNs. Future studies should investigate other regularizations and DNN architectures, better optimization algorithms, and robust DNN training methods to address DNNs' three challenges, to provide more reliable economic information from DNN-based choice models.",http://arxiv.org/abs/2201.09125v1
Economics,"The AI Economist: Optimal Economic Policy Design via Two-level Deep
  Reinforcement Learning","AI and reinforcement learning (RL) have improved many areas, but are not yet widely adopted in economic policy design, mechanism design, or economics at large. At the same time, current economic methodology is limited by a lack of counterfactual data, simplistic behavioral models, and limited opportunities to experiment with policies and evaluate behavioral responses. Here we show that machine-learning-based economic simulation is a powerful policy and mechanism design framework to overcome these limitations. The AI Economist is a two-level, deep RL framework that trains both agents and a social planner who co-adapt, providing a tractable solution to the highly unstable and novel two-level RL challenge. From a simple specification of an economy, we learn rational agent behaviors that adapt to learned planner policies and vice versa. We demonstrate the efficacy of the AI Economist on the problem of optimal taxation. In simple one-step economies, the AI Economist recovers the optimal tax policy of economic theory. In complex, dynamic economies, the AI Economist substantially improves both utilitarian social welfare and the trade-off between equality and productivity over baselines. It does so despite emergent tax-gaming strategies, while accounting for agent interactions and behavioral change more accurately than economic theory. These results demonstrate for the first time that two-level, deep RL can be used for understanding and as a complement to theory for economic design, unlocking a new computational learning-based approach to understanding economic policy.",http://arxiv.org/abs/2201.09125v1
Economics,"A 3D index for measuring economic resilience with application to the
  modern international and global financial crises","The study and measurement of economic resilience is ruled by high level of complexity related to the diverse structure, functionality, spatiality, and dynamics describing economic systems. Towards serving the demand of integration, this paper develops a three-dimensional index, capturing engineering, ecological, and evolutionary aspects of economic resilience that are considered separately in the current literature. The proposed index is computed on GDP data of worldwide countries, for the period 1960-2020, concerning 14 crises considered as shocks, and was found well defined in a conceptual context of its components. Its application on real-world data allows introducing a novel classification of countries in terms of economic resilience, and reveals geographical patterns and structural determinants of this attribute. Impressively enough, economic resilience appears positively related to major productivity coefficients, gravitationally driven, and depended on agricultural specialization, with high structural heterogeneity in the low class. Also, the analysis fills the literature gap by shaping the worldwide map of economic resilience, revealing geographical duality and centrifugal patterns in its geographical distribution, a relationship between diachronically good performance in economic resilience and geographical distance from the shocks origin, and a continent differentiation expressed by the specialization of America in engineering resilience, Africa and Asia in ecological and evolutionary resilience, and a relative lag of Europe and Oceania. Finally, the analysis provides insights into the effect of the 2008 on the globe and supports a further research hypothesis that political instability is a main determinant of low economic resilience, addressing avenues of further research.",http://arxiv.org/abs/2201.09125v1
Economics,Natural Economics,A few considerations on the nature of Economics and its relationship to human communities through the prism of Self-Organizing-Systems.,http://arxiv.org/abs/2201.09125v1
Economics,Interest Rates and Inflation,"A relation between interest rates and inflation is presented using a two component economic model and a simple general principle. Preliminary results indicate a remarkable similarity to classical economic theories, in particular that of Wicksell.",http://arxiv.org/abs/2201.09125v1
Economics,Theory of pricing as relativistic kinematics,"The algebra of transactions as fundamental measurements is constructed on the basis of the analysis of their properties and represents an expansion of the Boolean algebra. The notion of the generalized economic measurements of the economic quantity and quality of objects of transactions is introduced. It has been shown that the vector space of economic states constructed on the basis of these measurements is relativistic. The laws of kinematics of economic objects in this space have been analyzed and the stages of constructing the dynamics have been formulated. In particular, the principle of maximum benefit, which represents an economic analog of the principle of least action in the classical mechanics, and the principle of relativity as the principle of equality of all possible consumer preferences have been formulated. The notion of economic interval between two economic objects invariant to the selection of the vector of consumer preferences has been introduced. Methods of experimental verification of the principle of relativity in the space of economic states have been proposed.",http://arxiv.org/abs/2201.09125v1
Economics,Online Social Activity Reflects Economic Status,"To characterize economic development and diagnose the economic health condition, several popular indices such as gross domestic product (GDP), industrial structure and income growth are widely applied. However, computing these indices based on traditional economic census is usually costly and resources consuming, and more importantly, following a long time delay. In this paper, we analyzed nearly 200 million users' activities for four consecutive years in the largest social network (Sina Microblog) in China, aiming at exploring latent relationships between the online social activities and local economic status. Results indicate that online social activity has a strong correlation with local economic development and industrial structure, and more interestingly, allows revealing the macro-economic structure instantaneously with nearly no cost. Beyond, this work also provides a new venue to identify risky signal in local economic structure.",http://arxiv.org/abs/2201.09125v1
Economics,Unified Growth Theory Contradicted by the Economic Growth in Asia,"Historical economic growth in Asia (excluding Japan) is analysed. It is shown that Unified Growth Theory is contradicted by the data, which were used (but not analysed) during the formulation of this theory. Unified Growth Theory does not explain the mechanism of economic growth. It explains the mechanism of Malthusian stagnation, which did not exist and it explains the mechanism of the transition from stagnation to growth that did not happen. The data show that the economic growth in Asia was never stagnant but hyperbolic. The alleged dramatic takeoff around 1900 or around any other time did not happen. However, the theory contains also a dangerous and strongly-misleading concept that after a long epoch of stagnation we have now entered the epoch of sustained economic growth, the concept creating the sense of security. The opposite is true. After the epoch of sustained and secure economic growth we have now entered the epoch of a fast-increasing and insecure economic growth.",http://arxiv.org/abs/2201.09125v1
